text,substance_label,symptom_labels
"As a result, there have been several reports of children and adults on TPN who have developed WE as a result of thiamine deficiency.",none,['none']
"A mentally retarded 23-year-old woman with myoclonic astatic epilepsy developed an abnormal posture of extreme forward flexion, called camptocormia, during valproate monotherapy.",none,['adverse_event']
"The liver had zolpidem present at a concentration of 4.74 microg/g, and the gastric contents had a total of 172 mg zolpidem.",none,['none']
One patient died with myeloid leukemia at 43.5 months after initial treatment.,none,['none']
It also produces weak beta- and calcium-channel blockade.,none,['none']
Disseminated superficial porokeratosis and immunosuppression.,none,['none']
A 61-year-old man with early diffuse cutaneous scleroderma with myositis and progressive interstitial pneumonia developed generalized erythema with high fever 3 weeks after taking sulfamethoxazole/trimethoprim.,none,['adverse_event']
Suramin has demonstrated modest activity against prostate cancer and is being investigated in clinical trials.,none,['none']
A MEDLINE search identified all the reported cases of hypersensitivity reactions to cyclosporine.,none,['adverse_event']
Symptomatic hypoglycemia secondary to a glipizide-trimethoprim/sulfamethoxazole drug interaction.,none,['adverse_event']
"However, he developed acute renal failure, hyperkalemia, and hyperuricemia 30 d after receiving the sorafenib treatment.",none,['adverse_event']
This case and a review of the literature show the severe and unpredictable nature of ethambutol toxicity and its potential for irreversible vision loss despite careful ophthalmologic monitoring.,none,['adverse_event']
"All-trans retinoic acid-induced focal myositis, synovitis, and mononeuritis.",none,['adverse_event']
We describe children and adolescents with chronic hematologic and oncologic diseases who exhibited drug-seeking behavior or anticholinergic symptoms with the use of diphenhydramine.,none,['adverse_event']
Findings on discontinuation and rechallenge supported the assumption that the hair loss was a side effect of the paroxetine.,none,['adverse_event']
Cutaneous alternariosis is an opportunistic infection.,none,['none']
A 72-year-old woman was treated daily with two solutions including Tathion eye drops for senile cataract for two years and three months.,none,['none']
"Six of 13 outpatients with schizophrenia who participated in a ten-week open trial of risperidone had an initial good response to the medication followed by development of intolerable affect, including feelings of agitation and depression and periods of crying and insomnia.",none,['adverse_event']
Therapeutic effect of intradermal injections with difucosyl lactosamine (dimeric Lex) on patients with rheumatoid arthritis.,none,['none']
Ultrasound study revealed enlarged kidneys with increased echogenity and loss of corticomedullary differentiation.,none,['none']
The development of erythroid leukemia plus carcinoma in these two men suggests mutagenic change secondary to cyclophosphamide therapy.,none,['adverse_event']
"Common adverse reactions of immunosuppressive treatment are infections, hematologic and liver function abnormalities, but neurologic complications may also be seen.",none,['none']
"The first patient developed mild nitritoid symptoms and pain in a band-like distribution, corresponding to T10-T12 dermatomes, shortly after gold sodium thiomalate (GSTM) injection.",none,['pain']
Incidence of seizures in pediatric cancer patients treated with imipenem/cilastatin.,none,['seizure']
"To keep the artery patent, i.c. streptokinase had to be continued until emergency bypass surgery was performed.",none,['none']
"METHODS: A retrospective review of patients originally diagnosed with ulcerative colitis, status post colectomy and IPAA, who developed findings compatible with Crohn's disease was undertaken.",none,['none']
"Although conventional MRI correlates have been described for this stroke-like syndrome, DWI data are largely unavailable.",none,['none']
Rituximab is a chimeric anti-CD20 monoclonal antibody.,none,['none']
Amphotericin B-induced seizures in a patient with AIDS.,none,['seizure']
"MATERIALS AND METHODS: Between March 1997 and December 2001 at our Department of Musculoskeletal Oncology, 231 patients with peripheral osteosarcoma received a central venous catheter to allow infusion therapy and blood sampling.",none,['none']
Juvenile absence epilepsy exacerbated by valproic acid.,none,['adverse_event']
"Therefore, beta-adrenergic agents should be used with great care, especially for patients with myotonic dystrophy, because of these agents' tendency to aggravate or precipitate myotonia and to induce rhabdomyolysis.",none,['none']
"Inclusion of specific culture media and staining protocols for mycobacteria, along with aggressive treatment on diagnosis, including lifting or amputating the LASIK flap, culturing, topical fortified clarithromycin and amikacin, while avoiding corticosteroids, may significantly improve resolution of the infection and potentially improve the visual outcome.",none,['none']
Compensatory hyperhidrosis: a consequence of truncal sympathectomy treated by video assisted application of botulinum toxin and reoperation.,none,['none']
It is unknown whether the vitamin K content or malabsorption of warfarin is the mechanism of resistance.,none,['none']
Three of the seven patients were given a dosage of medication and exceeding the manufacture's recommendation.,none,['none']
"Decreased clearance of the compound has been observed in patients with renal insufficiency, and this has been associated with an increase in the ratio of morphine-6-glucuronide to morphine.",opioid,['none']
"This usually occurs in patients taking other ototoxic medications, with poor renal function, or with autoimmune disease.",none,['none']
Iatrogenic epidural spinal abscess.,none,['none']
Six months later she was again prescribed sustained-release verapamil 240 mg in another clinic where the physician was unaware of her previous reaction.,none,['none']
"The patient denied any previous medication sensitivities, and was taking oral methotrexate and prednisone at the time of emergency department admission.",none,['none']
DESIGN: Case series.,none,['none']
"Most often, it is tolerated well.",none,['none']
